,X,National.Reference,LIMS.number,CB.18,CB.28,CB.31,CB.44,CB.47,CB.49,CB.52,CB.66,CB.101,CB.105,CB.110,CB.118,CB.128,CB.138,CB.141,CB.149,CB.151,CB.153,CB.156,CB.158,CB.170,CB.180,CB.183,CB.187,CB.194,LIPID,HCB,AHCH,BHCH,GHCH,DIELDRIN,PPDDE,PPTDE,PPDDT,BDE.17,BDE.28,BDE.47,BDE.66,BDE.85,BDE.99,BDE.100,BDE.138,BDE.153,BDE.154,BDE.183,A.HBCD,B.HBCD,G.HBCD,Tissue,source,Class,Event,Species..scientific.,Species..common.,Species.Uncertain,Date.Found,Date.Certainty,Year,Location,Local.Authority,Region,Country,Grid.Ref,Easting,Northing,Latitude,Longitude,Sex,Length,Length.Uncertain,Euthanased,Stranding.Type,Condition.Found...Stranding.Outcome,Stranding.data.Stage,Sent.for.PM,Project,PM.Number,Histology.Number,Age.Group,PM.Date,Condition.at.PM,Frozen,Pathologist,Cause.of.Death,Cause.of.Death.Category,Cause.of.Death.Class,Live.Stranding..diagnosed.,PM.Summary,Age..yr.,Body.Weight..kg.,Length..PM...cm.,Girth..cm.,Dorsal.Blubber..mm.,Lateral.Blubber..mm.,Ventral.Blubber..mm.,Heart.Weight..g.,L.Testis..g.,R.Testis..g.,NMS.No,M.Ref,na_count,Lateral.Blubber..mm..1,Total_DDT,TotalCBs,TotalPBDEs,Speciescode,Date.found3,NOD,Rel.body.wt,resm4,Areaau,AreaAU2
122,183,SW2001/83C,2002/04664,0.040241546,0.007101449,0,0.018937198,0.165700483,0.059178744,0.923188406,0,0.461594203,0.142028986,0.081666667,0.710144928,0.426086957,3.787439613,0.04615942,2.485507246,0.710144928,4.497584541,0,0.165700483,0.39057971,0.946859903,0.355072464,1.657004831,0.049710145,84.48979592,0.698309179,0.021304348,NA,0.082850242,3.195652174,4.852657005,1.893719807,1.301932367,0.001183575,0.001183575,4.379227053,0.001183575,0.001183575,1.017874396,1.301932367,0.001183575,0.29589372,0.520772947,0.001183575,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,19/04/2001,exact,2001,Cullen golf course,Moray,Grampian,Scotland,NJ504675,350400,867500,57.69483685,-2.83215147,F,121,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M045/01,,juvenile,,slight decomposition (code 2b),FALSE,Tony Patterson,"parasitism, generalised (heavy)","Pneumonia, Parasitic",Infectious Disease,FALSE,,2,23,121,64,8,8,9,NA,NA,NA,NA,M045/01,5,NA,8.048309179,18.12763285,7.522801932,HP,19/04/2001,4126,-0.165653414,1.027476016,Greater North Sea,Northern North Sea
123,190,SW2001/97A,2002/04667,0.05787037,0.027777778,0,0.033564815,0.103009259,0.106481481,0.462962963,0.064814815,0.729166667,0.150462963,0.087962963,0.671296296,0.289351852,1.967592593,0.050925926,1.273148148,0.405092593,2.199074074,0.030092593,0.127314815,0.162037037,0.324074074,0.127314815,0.277777778,0.021990741,86.4,0.486111111,0.063657407,NA,0.196759259,2.199074074,2.546296296,0.787037037,0.509259259,0.001157407,0.034722222,2.777777778,0.034722222,0.001157407,0.891203704,0.671296296,0.001157407,0.069444444,0.104166667,0.001157407,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,04/05/2001,exact,2001,Dornoch,Highland,Highland,Scotland,NH817896,281700,889600,57.88042689,-3.995104237,M,103,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M055/01,,juvenile,,slight decomposition (code 2b),FALSE,Tony Patterson,"parasitism, gastric (heavy)",Gastritis and/or Enteritis,Infectious Disease,FALSE,,1,18,103,64,13,12,11,NA,NA,NA,NA,M055/01,5,NA,3.842592593,9.751157407,4.587962963,HP,04/05/2001,4141,-0.008211522,0.764578974,Greater North Sea,Northern North Sea
124,193,SW2001/127C,2002/04668,0.090497738,0.06561086,0.005656109,0.113122172,0.20361991,0.271493213,0.520361991,0.158371041,0.859728507,0.237556561,0.316742081,0.871040724,0.271493213,1.809954751,0.113122172,1.583710407,0.531674208,2.262443439,0.056561086,0.192307692,0.28280543,0.735294118,0.271493213,0.893665158,0.058823529,88.4,0.36199095,0.04638009,NA,0.075791855,1.244343891,2.036199095,1.809954751,0.463800905,0.001131222,0.001131222,1.131221719,0.033936652,0.001131222,0.395927602,0.214932127,0.001131222,0.045248869,0.056561086,0.001131222,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,22/06/2001,exact,2001,Arrochar,Argyll and Bute,Strathclyde,Scotland,NN298047,229800,704700,56.20447603,-4.744139918,F,110,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,S,M083/01,,juvenile,,freshly dead (code 2a),FALSE,Tony Patterson,"pneumonia (parasitic, bacterial and mycotic) and generalised bacterial infection (Brucella)",Generalised Bacterial Infection,Infectious Disease,FALSE,,1,19,110,72,8,10,10,NA,NA,NA,NA,M083/01,5,NA,4.309954751,12.77714932,1.883484163,HP,22/06/2001,4190,-0.11848619,0.561170627,Western Scotland AU,Irish and Celtic
125,263,SW2003/259,2005/05625,0,0.016483516,0,0.00989011,0.049450549,0.027472527,0.164835165,0.186813187,0.186813187,0,0.021978022,0.351648352,0.241758242,1.868131868,0.034065934,0.56043956,0.175824176,2.307692308,0,0.093406593,0.395604396,0.967032967,0.230769231,0.703296703,0.153846154,91,0.120879121,0.016483516,0.000989011,0.018681319,0.050549451,0.791208791,0.494505495,0.142857143,NA,0.003736264,0.274725275,0.002857143,NA,0.052747253,0.087912088,NA,0.023076923,0.048351648,NA,0.582417582,0.005494505,0.002747253,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,10/06/2003,exact,2003,"Black Rock Sands, Porthmadog",Gwynedd,West coast,Wales,SH528371,252800,337100,52.91081529,-4.189249537,M,123,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,EW,S2078,,juvenile,10/06/2003,slight decomposition (code 2b),FALSE,John Baker,physical trauma,Physical Trauma,Trauma,FALSE,,NA,29,123,86,21,16,17,171,59,55,NA,,5,NA,1.428571429,8.747252747,NA,HP,10/06/2003,4908,0.02517279,-0.037400868,Irish Sea,Irish and Celtic
126,278,SW2003/361,2005/05628,0,0.013829787,0,0.003191489,0.030851064,0.022340426,0.072340426,0.091489362,0.170212766,0.105319149,0.021276596,0.319148936,0.159574468,1.063829787,0.042553191,0.276595745,0.094680851,1.382978723,0,0.062765957,0.244680851,0.563829787,0.14893617,0.393617021,0.087234043,94,0.09893617,0.014893617,0.000957447,0.017021277,0.035106383,0.431914894,0.180851064,0.078723404,NA,0.002978723,0.255319149,0.00287234,NA,0.034042553,0.082978723,NA,0.012765957,0.032978723,NA,0.076595745,0.005319149,0.002659574,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,08/10/2003,exact,2003,Aberystwyth,Ceredigion,West coast,Wales,SN582819,258200,281900,52.4163121,-4.085247567,M,107,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,S2089,,juvenile,17/10/2003,freshly dead (code 2a),FALSE,John Baker,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,NA,18,107,68,22,22,21,108,6,7,NA,,5,NA,0.691489362,5.371276596,NA,HP,08/10/2003,5028,-0.103439956,-0.74568075,Irish Sea,Irish and Celtic
127,318,SW2005/1D,2006/05055,0.044086022,0,0.010752688,0.011827957,0.077419355,0.038709677,0.344086022,0.247311828,0.215053763,0.225806452,0.056989247,0.301075269,0.215053763,2.688172043,0.031182796,1.290322581,0.301075269,4.193548387,0.129032258,0.11827957,0.376344086,0.978494624,0.268817204,1.032258065,0.150537634,93,0.217204301,0,NA,0,0.095698925,1.272043011,1.110752688,0.113978495,0.001075269,0.001075269,0.21566129,0.004923656,0.001075269,0.06937957,0.014623656,0.001075269,0.012097849,0.012733333,0.001075269,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,02/01/2005,exact,2005,"nr Portavadie, Cowal",Argyll and Bute,Strathclyde,Scotland,NR927698,192700,669800,55.87670046,-5.314294597,F,118,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M001/05,,juvenile,06/01/2005,slight decomposition (code 2b),FALSE,Jason Barley,"pneumonia, parasitic","Pneumonia, Parasitic",Infectious Disease,FALSE,,NA,27,118,75,20,17,20,NA,NA,NA,NA,M001/05,5,NA,2.496774194,13.34623656,0.334795699,HP,02/01/2005,5480,0.057440081,0.769230963,Western Scotland AU,Irish and Celtic
128,326,SW2005/32B,2006/05058,0.087148121,0.021488578,0.026263817,0.037008106,0.115799558,0.09192336,0.405895357,0.346204864,0.47752395,0.131319086,0.064465733,0.692409727,0.358142962,3.103905674,0.042977155,1.193809875,0.370081061,3.462048637,0.131319086,0.143257185,0.393957259,1.098305085,0.322328666,1.110243183,0.143257185,83.7654321,0.442903464,0.032232867,NA,0,0.133706706,2.745762712,0.736580693,0.196978629,0.00119381,0.010057848,0.681945984,0.007728725,0.00119381,0.042271614,0.011306573,0.00119381,0.005136964,0.00600367,0.00119381,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,15/02/2005,exact,2005,Queensferry,City of Edinburgh,Lothian,Scotland,NT134783,313400,678300,55.98988492,-3.388359452,F,117,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M035/05,,juvenile,17/02/2005,slight decomposition (code 2b),FALSE,Jason Barley,"generalised bacterial infection (A. delphinicola) and parasitism, generalised (heavy)",Generalised Bacterial Infection,Infectious Disease,FALSE,,NA,25,117,78,7,8,10,NA,NA,NA,NA,M035/05,5,NA,3.679322034,14.37108327,0.769226618,HP,15/02/2005,5524,0.001751032,0.745811048,Greater North Sea,Northern North Sea
129,327,SW2005/34B,2006/05059,0.114873887,0.026602374,0.031439169,0.060459941,0.217655786,0.169287834,0.640875371,0.58041543,0.77388724,0.217655786,0.117292285,1.076186944,0.411127596,2.78115727,0.084643917,2.418397626,0.640875371,4.353115727,0.19347181,0.19347181,0.532047478,1.571958457,0.423219585,1.692878338,0.217655786,82.6993865,0.648130564,0.025393175,NA,0,0.11245549,2.176557864,2.089495549,0.12212908,0.001209199,0.010205638,0.662118576,0.009963798,0.001209199,0.073853027,0.01017299,0.001209199,0.005805364,0.003481283,0.001209199,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,19/02/2005,exact,2005,Dunoon,Argyll and Bute,Strathclyde,Scotland,NS175763,217500,676300,55.94506255,-4.922800476,F,106,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M040/05,,juvenile,22/02/2005,slight decomposition (code 2b),FALSE,Jason Barley,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,NA,19,106,60,12,9,9,NA,NA,NA,NA,M040/05,5,NA,4.388182493,19.54065282,0.78043747,HP,19/02/2005,5528,-0.025903604,1.056446645,Western Scotland AU,Irish and Celtic
130,328,SW2005/47B,2006/05060,0.039473684,0,0.041666667,0.049342105,0.052631579,0.040570175,0.219298246,0.186403509,0.186403509,0.051535088,0.016447368,0.394736842,0.131578947,1.019736842,0.012061404,1.206140351,0.153508772,1.425438596,0.042763158,0.04495614,0.131578947,0.307017544,0.085526316,0.38377193,0.078947368,91.2,0.388157895,0.01754386,NA,0,0.075657895,1.646929825,0.597587719,0.0625,0.001096491,0.002963816,0.135600877,0.001096491,0.001096491,0.013383772,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,28/02/2005,exact,2005,"off Oronsay, Mull",Highland,Highland,Scotland,NM583595,158300,759500,56.66480064,-5.944971921,F,93,FALSE,FALSE,at sea,freshly dead (code 2a),verified,TRUE,S,M050/05,,juvenile,01/03/2005,freshly dead (code 2a),FALSE,Jason Barley,physical trauma,Physical Trauma,Trauma,FALSE,,NA,18,93,70,32,31,25,NA,NA,NA,NA,M050/05,5,NA,2.307017544,6.301535088,0.160720395,HP,28/02/2005,5537,0.247055436,0.365557866,Western Scotland AU,Western Scotland AA
131,331,SW2005/59G,2006/05062,0.014976466,0,0,0,0.016046213,0.017115961,0.042789902,0.032092426,0.091998288,0.029952931,0.010697475,0.128369705,0.041720154,0.256739409,0,0.171159606,0.033162174,0.363714163,0.014976466,0.010697475,0.037441164,0.098416774,0.026743688,0.105905006,0.023534446,93.48,0.141206675,0.017115961,NA,0,0.025673941,0.293110826,0.081300813,0,0.001069748,0.004004065,0.048429611,0.001069748,0.001069748,0.00415276,0.001069748,0.001069748,0.001069748,0.001069748,0.001069748,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,13/03/2005,exact,2005,"Loch Clash, Kinlochbervie",Highland,Highland,Scotland,NC218567,221800,956700,58.46244594,-5.055187699,M,111,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M063/05,,juvenile,17/03/2005,slight decomposition (code 2b),FALSE,Jason Barley,physical trauma,Physical Trauma,Trauma,FALSE,,NA,24,111,71,25,27,25,NA,NA,NA,NA,M063/05,5,NA,0.374411639,1.568249893,0.065144416,HP,13/03/2005,5550,0.092509104,-0.835035365,Western Scotland AU,Western Scotland AA
132,335,SW2005/62C,2006/05063,0.077972381,0.017571241,0.014276633,0.031847874,0.164730381,0.107623849,0.527137221,0.439281017,0.50517317,0.450263043,0.057106532,0.845615958,0.538119246,2.965146865,0.058204735,1.866944323,0.527137221,3.953529154,0.241604559,0.197676458,0.76874178,1.976764577,0.494191144,1.976764577,0.362406839,91.05788423,0.314085927,0.015374836,NA,0,0.085659798,1.647303814,1.866944323,0.059302937,0.001098203,0.006270737,0.481103865,0.006930756,0.001098203,0.043493214,0.009672968,0.001098203,0.003866771,0.005685395,0.001098203,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,17/03/2005,exact,2005,"Seamill, Ayr",North Ayrshire,Strathclyde,Scotland,NS192475,219200,647500,55.68723609,-4.876468772,M,104,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M069/05,,juvenile,28/03/2005,slight decomposition (code 2b),FALSE,Jason Barley,"pneumonia, parasitic and epistaxis","Pneumonia, Parasitic",Infectious Disease,FALSE,,NA,24,104,77,13,9,11,NA,NA,NA,NA,M069/05,5,NA,3.573551074,19.16583078,0.561416515,HP,17/03/2005,5554,0.255321145,1.435330012,Western Scotland AU,Irish and Celtic
133,343,SW2005/114C,2006/05071,0.013094718,0,0.012003492,0,0.020733304,0.017459625,0.120034919,0.086206897,0.120034919,0.058926233,0,0.130947185,0.049105194,0.436490615,0.015277172,0.250982104,0.074203405,0.578350065,0.022915757,0.018550851,0.044740288,0.100392842,0.02837189,0.14185945,0,91.64,0.249890877,0,NA,0,0.0534701,0.725665648,0.14185945,0.036010476,0.001091227,0.001091227,0.093304234,0.001091227,0.001091227,0.005350284,0.001091227,0.001091227,0.001091227,0.001091227,0.001091227,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,27/04/2005,exact,2005,"Rae Wick, Mainland",Shetland ,Shetland,Scotland,HU332447,433200,1144700,60.18590615,-1.401354349,M,111,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,S,M104/05,,juvenile,02/05/2005,freshly dead (code 2a),FALSE,Jason Barley,"physical trauma, probable by-catch",Bycatch,Trauma,FALSE,,NA,26,111,77,23,22,24,NA,NA,NA,NA,M104/05,5,NA,0.903535574,2.340680925,0.108475557,HP,27/04/2005,5595,0.172551812,-0.187136474,Greater North Sea,Northern North Sea
134,350,SW2005/133B,2006/05073,0.04597359,0,0.013455685,0,0.077370188,0.044852283,0.347605192,0.291539839,0.269113697,0.257900627,0.058307968,0.325179051,0.201835273,2.01835273,0.023547449,1.121307072,0.325179051,2.915398388,0.086340645,0.07288496,0.224261414,0.482162041,0.15698299,0.784914951,0.061671889,89.18163673,0.207441808,0,NA,0,0.086340645,1.85015667,0.527014324,0.035881826,0.001121307,0.003666674,0.193178782,0.001121307,0.001121307,0.019745096,0.00466688,0.001121307,0.001121307,0.001121307,0.001121307,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,28/05/2005,exact,2005,Rosemarkie,Highland,Highland,Scotland,NH739571,273900,857100,57.58653691,-4.109491987,M,108,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M124/05,,juvenile,30/05/2005,slight decomposition (code 2b),FALSE,Jason Barley,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,NA,25,108,74,13,14,17,NA,NA,NA,NA,M124/05,5,NA,2.41305282,10.20613697,0.229106582,HP,28/05/2005,5626,0.201813301,1.0058143,Greater North Sea,Northern North Sea
135,359,SW2005/201B,2006/05076,0.016600266,0,0,0.016600266,0.024347056,0.030987162,0.076361222,0.071934484,0.188136344,0.044267375,0.028773794,0.210270031,0.068614431,0.409473218,0.016600266,0.354139,0.071934484,0.553342187,0.019920319,0.018813634,0.049800797,0.132802125,0.037627269,0.188136344,0.060867641,90.36,0.104028331,0.015493581,NA,0,0.01770695,0.46812749,0.151615759,0.018813634,0.001106684,0.005356352,0.092530987,0.004725542,0.001106684,0.009041611,0.001106684,0.001106684,0.001106684,0.001106684,0.001106684,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,28/07/2005,exact,2005,NW of Shuna,Argyll and Bute,Strathclyde,Scotland,NM770097,177000,709700,56.22752178,-5.597972867,M,101,FALSE,FALSE,at sea,slight decomposition (code 2b),verified,TRUE,S,M193/05,,juvenile,03/08/2005,slight decomposition (code 2b),FALSE,Jason Barley,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,NA,18,101,66,18,20,23,NA,NA,NA,NA,M193/05,5,NA,0.638556884,2.690349712,0.119401284,HP,28/07/2005,5687,0.040798755,-0.669941453,Western Scotland AU,Western Scotland AA
136,360,SW2005/202B,2006/05077,0.097184987,0,0.043565684,0.024575514,0.156389634,0.087131367,0.659070599,0.59204647,0.614387846,0.513851653,0.048033959,0.748436104,0.446827525,2.569258266,0.031277927,2.122430742,0.614387846,3.239499553,0.145218945,0.134048257,0.368632708,0.882484361,0.245755139,1.340482574,0.108355675,89.52,0.56411975,0.023458445,NA,0,0.108355675,2.792672029,0.91152815,0.099419124,0.001117069,0.008954424,0.75935992,0.005002234,0.001117069,0.053627122,0.013431635,0.001117069,0.007060992,0.003948838,0.001117069,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,31/07/2005,exact,2005,Yellowcraigs,East Lothian,Lothian,Scotland,NT532855,353200,685500,56.06010944,-2.751634886,M,117,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M197/05,,juvenile,03/08/2005,slight decomposition (code 2b),FALSE,Jason Barley,"pneumonia, parasitic and epistaxis","Pneumonia, Parasitic",Infectious Disease,FALSE,,NA,22,117,68,13,10,14,NA,NA,NA,NA,M197/05,5,NA,3.803619303,15.83333333,0.855853441,HP,31/07/2005,5690,-0.126082339,0.81390261,Greater North Sea,Northern North Sea
137,375,SW2006/10A,2006/05096,0.024093621,0,0,0,0.030977513,0.025240936,0.114731528,0.09981643,0.195043598,0.098669114,0.017209729,0.217989904,0.114731528,0.780174392,0.026388251,0.390087196,0.126204681,0.986691143,0.044745296,0.034419458,0.103258375,0.240936209,0.074575493,0.321248279,0.034419458,87.16,0.154887563,0,NA,0,0.027535567,1.006195503,0.196190913,0.02179899,0.001147315,0.003452272,0.138700092,0.001147315,0.001147315,0.012023864,0.002989904,0.001147315,0.001147315,0.001147315,0.001147315,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,13/01/2006,exact,2006,"Balmedie, Aberdeen",Aberdeenshire,Grampian,Scotland,NJ989180,398900,818000,57.25288152,-2.01823324,F,105,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M012/06,,juvenile,16/01/2006,slight decomposition (code 2b),FALSE,Jason Barley,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,NA,27,105,82,17,15,15,NA,NA,NA,NA,M012/06,5,NA,1.224185406,4.101652134,0.165197338,HP,13/01/2006,5856,0.349185873,0.032931168,Greater North Sea,Northern North Sea
138,384,SW2006/70B,2006/05102,0.058295964,0.019058296,0,0.021300448,0.123318386,0.097533632,0.48206278,0.426008969,0.571748879,0.110986547,0.040358744,0.560538117,0.291479821,3.02690583,0.041479821,1.793721973,0.493273543,3.69955157,0.134529148,0.123318386,0.347533632,0.784753363,0.224215247,1.233183857,0.07735426,89.2,0.251121076,0,NA,0,0.063901345,2.006726457,0.560538117,0.100896861,0.001121076,0.007411435,0.387137892,0.001121076,0.001121076,0.044528027,0.00992713,0.001121076,0.007079596,0.001121076,0.001121076,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,20/02/2006,exact,2006,Stonehaven,Aberdeenshire,Grampian,Scotland,NO876864,387600,786400,56.96881786,-2.203971789,M,108,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M038/06,,juvenile,09/03/2006,slight decomposition (code 2b),TRUE,Jason Barley,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,NA,20,108,72,10,12,15,NA,NA,NA,NA,M038/06,5,NA,2.668161435,14.78251121,0.462810538,HP,20/02/2006,5894,-0.02133025,0.982914157,Greater North Sea,Northern North Sea
139,385,SW2006/71A,2006/05103,0.048483019,0.016528302,0.011018868,0.014324528,0.091456604,0.049584906,0.451773585,0.374641509,0.297509434,0.080437736,0.017630189,0.352603774,0.220377358,2.093584906,0.022037736,1.212075472,0.363622641,2.644528302,0.084845283,0.087049057,0.198339623,0.451773585,0.154264151,0.760301887,0.047381132,90.75342466,0.273267925,0,NA,0,0.08594717,2.644528302,0.676558491,0.191728302,0.001101887,0.007684558,0.613441313,0.008639894,0.001101887,0.102869947,0.029000558,0.001101887,0.020806928,0.016582294,0.001101887,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,22/02/2006,exact,2006,"Strathlene, Buckie",Moray,Grampian,Scotland,NJ449677,344900,867700,57.69599316,-2.924459042,M,119,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,S,M039/06,,juvenile,24/02/2006,freshly dead (code 2a),FALSE,Jason Barley,"pneumonia, parasitic and bacterial","Pneumonia, Parasitic and Bacterial",Infectious Disease,FALSE,,NA,20,119,68,9,8,12,NA,45,37,NA,M039/06,5,NA,3.512815094,10.14617358,0.803433041,HP,22/02/2006,5896,-0.263756991,0.461037289,Greater North Sea,Northern North Sea
140,386,SW2006/75A,2006/05104,0.028784648,0.013859275,0,0.014925373,0.042643923,0.039445629,0.170575693,0.149253731,0.245202559,0.065031983,0.018123667,0.245202559,0.104477612,0.735607676,0.023454158,0.501066098,0.149253731,0.906183369,0.034115139,0.034115139,0.070362473,0.149253731,0.053304904,0.277185501,0.013859275,93.8,0.20575693,0,NA,0,0.051172708,1.066098081,0.250533049,0.068230277,0.001066098,0.009561834,0.305154584,0.009342217,0.001066098,0.043314499,0.008079957,0.001066098,0.002705757,0.001066098,0.001066098,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,25/02/2006,exact,2006,"Scotstown, St Fergus",Aberdeenshire,Grampian,Scotland,NK118518,411800,851800,57.55637846,-1.802783003,M,122,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,S,M043/06,,juvenile,28/02/2006,freshly dead (code 2a),FALSE,Jason Barley,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,NA,29,122,80,18,20,22,NA,13,13,NA,M043/06,5,NA,1.384861407,4.085287846,0.383489339,HP,25/02/2006,5899,0.045576528,-0.151642106,Greater North Sea,Northern North Sea
141,390,SW2006/97E,2006/05106,0.041931097,0.016999093,0,0.020398912,0.098594742,0.081595648,0.328649139,0.249320036,0.430643699,0.113327289,0.023798731,0.475974615,0.169990934,1.246600181,0.036264733,0.657298277,0.203989121,1.47325476,0.052130553,0.066863101,0.124660018,0.260652765,0.084995467,0.362647325,0.023798731,88.24,0.324116047,0.024932004,NA,0,0.055530372,1.813236627,0.446509519,0.069129646,0.001133273,0.005772892,0.218478015,0.001133273,0.001133273,0.013670671,0.002317543,0.001133273,0.001133273,0.001133273,0.001133273,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,25/03/2006,exact,2006,Rosemarkie,Highland,Highland,Scotland,NH738577,273800,857700,57.59189539,-4.111475737,M,106,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,S,M074/06,,juvenile,27/03/2006,freshly dead (code 2a),FALSE,Jason Barley,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,NA,20,106,70,12,12,15,NA,8,7,NA,M074/06,5,NA,2.328875793,6.644378966,0.248172031,HP,25/03/2006,5927,0.02538969,0.37911751,Greater North Sea,Northern North Sea
