,X,National.Reference,LIMS.number,CB.18,CB.28,CB.31,CB.44,CB.47,CB.49,CB.52,CB.66,CB.101,CB.105,CB.110,CB.118,CB.128,CB.138,CB.141,CB.149,CB.151,CB.153,CB.156,CB.158,CB.170,CB.180,CB.183,CB.187,CB.194,LIPID,HCB,AHCH,BHCH,GHCH,DIELDRIN,PPDDE,PPTDE,PPDDT,BDE.17,BDE.28,BDE.47,BDE.66,BDE.85,BDE.99,BDE.100,BDE.138,BDE.153,BDE.154,BDE.183,A.HBCD,B.HBCD,G.HBCD,Tissue,source,Class,Event,Species..scientific.,Species..common.,Species.Uncertain,Date.Found,Date.Certainty,Year,Location,Local.Authority,Region,Country,Grid.Ref,Easting,Northing,Latitude,Longitude,Sex,Length,Length.Uncertain,Euthanased,Stranding.Type,Condition.Found...Stranding.Outcome,Stranding.data.Stage,Sent.for.PM,Project,PM.Number,Histology.Number,Age.Group,PM.Date,Condition.at.PM,Frozen,Pathologist,Cause.of.Death,Cause.of.Death.Category,Cause.of.Death.Class,Live.Stranding..diagnosed.,PM.Summary,Age..yr.,Body.Weight..kg.,Length..PM...cm.,Girth..cm.,Dorsal.Blubber..mm.,Lateral.Blubber..mm.,Ventral.Blubber..mm.,Heart.Weight..g.,L.Testis..g.,R.Testis..g.,NMS.No,M.Ref,na_count,Lateral.Blubber..mm..1,Total_DDT,TotalCBs,TotalPBDEs,Speciescode,Date.found3,NOD,Rel.body.wt,resm4,Areaau,AreaAU2
160,444,SW2007/196,2008/01724,0.022036139,0.023137946,0,0.012119877,0.048479506,0.037461437,0.242397532,0.198325253,0.209343323,0.066108418,0.018730718,0.242397532,0.132216836,1.21198766,0.019832525,0.628029969,0.176289114,1.762891141,0.06170119,0.058395769,0.154252975,0.385632437,0.102468048,0.440722785,0.045174086,90.76,0.156456589,0.016527104,0.014323491,0,0.042970472,1.659321287,0.498016747,0.09806082,0.001101807,0.007382107,0.672102248,0.005949758,0.001101807,0.062802997,0.165271045,0.001101807,0.039665051,0.105773468,0.001101807,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,29/09/2007,exact,2007,Cromer,Norfolk,East coast,England,Unknown,NA,NA,52.9347222,1.29527778,F,93,FALSE,TRUE,live stranded,freshly dead (code 2a),verified,TRUE,EW,XT1084/07,1084/07,juvenile,04/10/2007,freshly dead (code 2a),FALSE,Paul Jepson,live stranding (euthanized),Live Stranding,Others,FALSE,,NA,18,93,66,25,25,24,NA,NA,NA,NA,,6,NA,2.255398854,6.300132217,1.0633539,HP,29/09/2007,6480,0.247055436,-0.380985744,Greater North Sea,Southern North Sea
161,629,SW2016/52,2018/235703,0.008495146,0.008495146,0.008495146,0.008495146,0.216019417,0.050970874,1.048543689,0.741504854,0.550970874,0.152912621,0.008495146,1.286407767,0.594660194,6.201456311,0.025728155,3.519417476,0.807038835,10.09708738,0.05473301,0.233009709,0.618932039,1.347087379,0.373786408,1.917475728,0.139563107,82.4,0.526699029,0.008495146,0.008495146,0.008495146,0.224514563,4.514563107,1.002427184,0.538834951,0.001759709,0.001759709,0.280339806,0.001759709,0.001759709,0.037135922,0.106674757,0.001759709,0.025485437,0.062378641,0.001759709,0.083859223,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,NA,23/01/2016,,2016,"West Beachlands beach, Hayling Island",Hampshire,Channel,England,SZ 707 987,470700,98700,50.784396,-0.997423,F,102,NA,NA,dead stranded,freshly dead-slight decomposition (code 2a-2b),,TRUE,EW,XT146/16,146/16,juvenile,03/02/2016,slight decomposition (code 2b),FALSE,,"Pneumonia, Parasitic",Infectious Disease,,FALSE,,NA,21,102,65,13,11,12,NA,NA,NA,NA,,6,NA,6.055825243,30.01978155,0.522572816,HP,23/01/2016,9518,0.170324171,0.836938351,Greater North Sea,Channel
162,632,SW2016/84,2019/236645,0.007477686,0.005157025,0.005157025,0.005157025,0.016760331,0.020305785,0.082082645,0.080041322,0.136446281,0.03577686,0.005157025,0.179421488,0.060702479,0.434049587,0.005157025,0.302975207,0.066719008,0.604876033,0.014719008,0.014933884,0.043834711,0.114958678,0.031049587,0.175123967,0.005157025,93.07692308,0.269669421,0.018049587,0.005157025,0.01192562,0.028471074,0.620991736,0.106900826,0.095727273,0.001020661,0.001020661,0.057801653,0.001020661,0.001020661,0.009196694,0.01622314,0.001020661,0.002524793,0.013214876,0.001020661,0.12785124,0.000226694,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,13/02/2016,exact,2016,Dornoch,Highland,Highland,Scotland,NH 813 917,281300,891700,57.89916667,-4.003888889,F,111,TRUE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M104/16,M104/16,juvenile,19/02/2016,slight decomposition (code 2b),FALSE,Andrew Brownlow,"Physical Trauma, BND attack assumed","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,"This juvenile female harbour porpoise was in a good too fat body condition and showed evidence of recent successful feeding. There was blunt trauma to the right flank resulting in ante-mortem fractures to scapula and to ribs 2 to 10 in the dorsal/proximal end in a line with the spinous processes. The spinous processes and spine were intact. The lungs were collapsed, very congested, and contained a significant amount of stable foam. Focal trauma to the right flank most likely preceded death, and stable foam and cerebral haemorrhage would be consistent with anoxia. Acute trauma from a blunt object and subsequent anoxia are therefore the likely cause of death and this would be consistent with an attack of bottlenose dolphins and subsequent shock. However no rake marks or net marks were seen (though examination may be hampered by avian scavenger damage). No isolates were recovered from any of the tissues cultured for bacteriology.",NA,21.5,111,71,24,25,24,NA,NA,NA,NA,M104/16,6,NA,0.823619835,2.453196694,0.105085124,HP,13/02/2016,9539,-0.017491791,-0.744378573,Greater North Sea,Northern North Sea
163,634,SW2016/88,2019/236646,0.005308668,0.005308668,0.005308668,0.005308668,0.005308668,0.011188161,0.045095137,0.051260042,0.101264271,0.026942918,0.005308668,0.11987315,0.043496829,0.294545455,0.005308668,0.162114165,0.043268499,0.397293869,0.005308668,0.005308668,0.033221987,0.08984778,0.023289641,0.115306554,0.005308668,87.59259259,0.146131078,0.016553911,0.005308668,0.01232981,0.018494715,0.440676533,0.063932347,0.067014799,0.001084567,0.002500211,0.062790698,0.004246934,0.001084567,0.007089641,0.015412262,0.001084567,0.005297252,0.01187315,0.001084567,0.14384778,0.000418985,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,TRUE,15/02/2016,exact,2016,Crovie,Aberdeenshire,Grampian,Scotland,NJ 806 652,380600,865200,57.67694444,-2.325555556,M,118,FALSE,FALSE,dead stranded,freshly dead- died on beach (code 2a),verified,TRUE,S,M109/16,M109/16,juvenile,17/02/2016,freshly dead (code 2a),FALSE,Andrew Brownlow,Physical Trauma: Bottlenose Dolphin Attack,"Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,"This juvenile male harbour porpoise showed convincing evidence of a fatal interaction with bottlenose dolphins. The impact had been so severe that the blubber was liquefied and there was severe subarticular haemorrhage around the scapula. All ribs were fractured bilaterally, and there was a single fracture to the spine. The animal had recently been feeding and was in a good body condition, with a low parasite burden and healthy/fat blubber layer and pleural fat. Death was acute. The isolation of Brucella ceti from the spleen and the Haemophilus-like organism from the lung are not thought to be significant in this case.",NA,31,118,87,42,29,30,NA,NA,NA,NA,M109/16,6,NA,0.571623679,1.611095137,0.113548414,HP,15/02/2016,9541,0.19559042,-0.881628862,Greater North Sea,Northern North Sea
164,674,SW2017/166,2019/236584,0.00535518,0.011067372,0.00535518,0.00535518,0.018541592,0.015086637,0.077160661,0.07002042,0.12553003,0.029712613,0.00535518,0.124378378,0.046066066,0.286761261,0.00535518,0.186567568,0.052745646,0.35586036,0.00535518,0.00535518,0.020038739,0.046526727,0.01405015,0.108024925,0.00535518,86.83181226,0.213055556,0.015086637,0.00535518,0.01405015,0.032361411,0.510181682,0.091325976,0.054242793,0.001094069,0.001094069,0.091095646,0.003696802,0.001094069,0.015086637,0.03454955,0.001094069,0.00489452,0.013359159,0.001094069,0.06241952,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,NA,24/03/2017,,2017,Southend-on-Sea,Southend-on-Sea,East coast,England,TQ 886 846,588600,184600,51.52916667,0.718333333,M,109,NA,NA,dead stranded,freshly dead (code 2a),,TRUE,EW,XT231/17,231/17,juvenile,27/03/2017,freshly dead (code 2a),FALSE,,Starvation,Others,,TRUE,,NA,23.6,109,69,22,24,22,NA,9.1,NA,NA,,6,NA,0.65575045,1.630980586,0.168152658,HP,24/03/2017,9944,0.121147675,-1.945104358,Greater North Sea,Southern North Sea
165,3,SW1992/202,1995/00074,0.020238095,0.021428571,0,0.016666667,0.06547619,0.045238095,0.357142857,0.44047619,0.25,0.069047619,0.080952381,0.357142857,0.142857143,1.547619048,0.027380952,0.964285714,0.297619048,2.023809524,0,0.085714286,0.214285714,0.535714286,0.202380952,0.666666667,0.035714286,84,0.345238095,0.345238095,NA,1.666666667,0.079761905,2.5,0.038095238,0.030952381,NA,0.017857143,1.547619048,0.020238095,0.001190476,0.613095238,0.270238095,0.001190476,0.05952381,0.086904762,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,13/10/1992,exact,1992,Whitburn,South Tyneside,East coast,England,NZ41046188,441040,561880,54.94980164,-1.359167778,F,133,FALSE,FALSE,dead stranded,unknown,verified,TRUE,EW,XT563/92,563/92,juvenile,14/10/1992,freshly dead (code 2a),FALSE,Kuiken,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,NA,39,133,88,20,17,17,NA,NA,NA,NA,,7,NA,2.569047619,8.467857143,NA,HP,13/10/1992,1016,0.12607013,0.148244337,Greater North Sea,Northern North Sea
166,11,SW1993/94,1995/01210,0,0.072222222,0,0.027777778,0.122222222,0.093333333,0.566666667,0.074444444,0.377777778,0.766666667,0.411111111,0.777777778,0.544444444,5.888888889,0.144444444,2.333333333,0.611111111,6.777777778,0.377777778,0.311111111,0.911111111,2.222222222,0.766666667,2.222222222,0.211111111,90,0.388888889,0.007777778,NA,0.06,4.444444444,5.444444444,5.111111111,1.111111111,NA,0.006666667,0.904444444,0.006666667,0.001111111,0.21,0.223333333,0.001111111,0.037777778,0.122222222,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,16/08/1993,exact,1993,Cei Bach (nr New Quay),Ceredigion,West coast,Wales,SN40005900,240000,259000,52.20556422,-4.341770973,M,133,FALSE,FALSE,live stranded,freshly dead (code 2a),verified,TRUE,EW,93L-2510A,H36/96,juvenile,18/08/1993,freshly dead (code 2a),FALSE,John Baker,"pneumonia, parasitic","Pneumonia, Parasitic",Infectious Disease,FALSE,,2,30,133,77,12,9,12,NA,NA,NA,NA,,7,NA,11.66666667,26.61222222,NA,HP,16/08/1993,1323,-0.136294134,0.793345221,Irish Sea,Irish and Celtic
167,16,SW1993/126,1995/01212,0,0.082142857,0,0.036904762,0.060119048,0.038095238,0.130952381,0.30952381,0.297619048,0.178571429,0.10952381,0.357142857,0.261904762,1.130952381,0.102380952,0.263095238,0.422619048,4.220238095,0.767857143,0.085714286,0.226190476,0.297619048,0.166666667,0.398809524,0.05952381,84,0.273809524,0.044047619,NA,0.25,2.142857143,1.904761905,0.595238095,0.273809524,NA,0.020238095,0.870238095,0.019047619,0.001190476,0.271428571,0.113095238,0.001190476,0.011904762,0.022619048,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,28/10/1993,exact,1993,"Pakefield beach, S of Lowestoft",Suffolk,East coast,England,TM53888980,653880,289800,52.44668648,1.736483023,M,109,FALSE,FALSE,live stranded,freshly dead (code 2a),verified,TRUE,EW,XT831/93,831/93,juvenile,18/11/1993,slight decomposition (code 2b),TRUE,Paul Jepson,generalised bacterial infection (Streptococcus canis),Generalised Bacterial Infection,Infectious Disease,FALSE,,1,13,109,59,12,13,13,117,9,9,NA,,7,NA,2.773809524,10.00416667,NA,HP,28/10/1993,1396,-0.47514968,-0.692972383,Greater North Sea,Southern North Sea
168,23,SW1994/105,1995/01469,0,0.121818182,0,0.043636364,0.065454545,0.021818182,0.016363636,0.130909091,0.272727273,0.236363636,0.192727273,0.436363636,0.363636364,1.290909091,0.152727273,0.509090909,0.181818182,1.527272727,0.154545455,0.105454545,0.363636364,0.6,0.272727273,0.545454545,0.098181818,55,0.132727273,0.003636364,NA,0.6,0.745454545,0.763636364,0.836363636,0.654545455,NA,0.010909091,0.623636364,0.016363636,0.001818182,0.174545455,0.121818182,0.001818182,0.010909091,0.023636364,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,16/06/1994,exact,1994,Abercastle,Pembrokeshire,West coast,Wales,SM85203370,185200,233700,51.95979055,-5.126762854,M,77,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,EW,94L-2198,H30/95,juvenile,17/06/1994,slight decomposition (code 2b),FALSE,John Baker,starvation/hypothermia (neonate),Starvation (neonate),Others,FALSE,,0,6,77,44,5,6,8,54,3,3,NA,,7,NA,2.254545455,7.703636364,NA,HP,16/06/1994,1627,-0.379676636,-0.735314634,Celtic Sea,Irish and Celtic
169,33,SW1995/68,2001/03018,0.056358382,0,0,0,0,0,0.39017341,0,0.317919075,0,0,0.447976879,0.24566474,2.601156069,0,1.170520231,0.346820809,2.601156069,0,0.158959538,0.433526012,1.083815029,0.346820809,1.011560694,0.079479769,69.2,0.187861272,0.053468208,NA,0,1.589595376,0.73699422,0.592485549,0.216763006,NA,0.007225434,0.382947977,0.00867052,0.001445087,0.099710983,0.073699422,0.001445087,0.01300578,0.023121387,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,25/06/1995,exact,1995,Pendine,Carmarthenshire,West coast,Wales,SN24800770,224800,207700,51.74012116,-4.537825259,M,67,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT572/95,572/95,juvenile,09/07/1995,slight decomposition (code 2b),TRUE,Paul Jepson,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,0,6,67,48,12,13,13,NA,NA,NA,NA,,7,NA,1.546242775,11.29190751,NA,HP,25/06/1995,2001,-0.031971971,-0.01035455,Celtic Sea,Irish and Celtic
170,38,SW1995/141,2001/03019,0.064772727,0,0,0,0,0,0.386363636,0,0.375,0,0,0.465909091,0.238636364,2.159090909,0,1.045454545,0.375,2.272727273,0,0.096590909,0.261363636,0.636363636,0.204545455,0.840909091,0.047727273,88,0.295454545,0.071590909,NA,0,1.704545455,1.704545455,0.670454545,0.590909091,NA,0.026136364,1.931818182,0.052272727,0.001136364,1.704545455,0.522727273,0.001136364,0.125,0.152272727,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,18/12/1995,exact,1995,"nr The Bents, South Shields",South Tyneside,East coast,England,NZ38006740,438000,567400,54.99964952,-1.405902012,M,127,FALSE,FALSE,dead stranded,moderate decomposition (code 3),verified,TRUE,EW,XT969/95,969/95,juvenile,20/12/1995,freshly dead (code 2a),FALSE,Paul Jepson,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,1,26,127,75,16,16,16,NA,15,15,NA,,7,NA,2.965909091,9.470454545,NA,HP,18/12/1995,2177,-0.164015538,0.06422191,Greater North Sea,Northern North Sea
171,43,SW1996/44,2001/03020,0.098214286,0,0,0,0.133928571,0.0859375,0.825892857,0,0.491071429,0,0,0.524553571,0.3125,2.678571429,0,1.897321429,0.569196429,3.571428571,0,0.145089286,0.290178571,0.691964286,0.234375,1.049107143,0.034598214,89.6,0.502232143,0.097098214,NA,0,2.790178571,3.013392857,1.339285714,0.747767857,NA,0.001116071,0.001116071,0.001116071,0.001116071,0.001116071,0.015625,0.001116071,0.001116071,0.001116071,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,19/02/1996,exact,1996,"Roker, Sunderland",Sunderland,East coast,England,NZ40805930,440800,559300,54.9266355,-1.363281519,M,105,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT189/96,189/96,juvenile,22/02/1996,freshly dead (code 2a),FALSE,Paul Jepson,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,1,22,105,71,17,20,20,NA,8,8,NA,,7,NA,5.100446429,13.63392857,NA,HP,19/02/1996,2240,0.14439146,0.763344997,Greater North Sea,Northern North Sea
172,50,SW1996/84E,2001/03601,0,0,0,0,0,0,0.149769585,0.161290323,0.126728111,0,0,0.195852535,0.074884793,0.69124424,0,0.334101382,0.102534562,0.794930876,0,0.028801843,0.087557604,0.195852535,0.065668203,0.230414747,0,86.8,0.207373272,0.024193548,NA,0.050691244,0.679723502,0.979262673,0.230414747,0.264976959,NA,0.001152074,0.622119816,0.001152074,0.001152074,1.382488479,0.149769585,0.001152074,0.020737327,0.048387097,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,07/05/1996,exact,1996,"West beach (nr Little Skerries), Lossiemouth",Moray,Grampian,Scotland,NJ21407130,321400,871300,57.72483189,-3.319812679,M,123,FALSE,FALSE,dead stranded,moderate-advanced decomposition (code 3-4),verified,TRUE,S,M0788/96,,juvenile,,advanced decomposition (code 4),FALSE,Tony Patterson,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,2,28,123,80,16,15,16,NA,NA,NA,NA,M0788/96,7,NA,1.474654378,3.239631336,NA,HP,07/05/1996,2318,-0.00991853,-0.380392197,Greater North Sea,Northern North Sea
173,60,SW1997/67F,2001/03605,0,0,0,0,0.070876289,0.056701031,0.386597938,0.386597938,0.43814433,0.167525773,0,0.682989691,0.193298969,1.675257732,0,0.824742268,0.257731959,2.06185567,0.06056701,0.073453608,0.193298969,0.43814433,0.154639175,0.541237113,0.027061856,77.6,0.579896907,0.105670103,NA,0.167525773,1.675257732,3.092783505,0.979381443,0.386597938,NA,0.00128866,0.773195876,0.00128866,0.00128866,0.206185567,0.154639175,0.00128866,0.016752577,0.00128866,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,11/04/1997,exact,1997,landed at Mallaig,Highland,Highland,Scotland,NM56329312,156320,793120,56.96510123,-6.009299664,M,107,FALSE,FALSE,entangled,slight decomposition (code 2b),verified,TRUE,S,M0802/97,,juvenile,,slight decomposition (code 2b),FALSE,Tony Patterson,"physical trauma, by-catch (known)",Bycatch (known),Trauma,FALSE,,1,15,107,63,10,9,9,NA,NA,NA,NA,M0802/97,7,NA,4.458762887,8.690721649,NA,HP,11/04/1997,2657,-0.285761513,0.255799922,Western Scotland AU,Western Scotland AA
174,61,SW1997/72,1998/07466,0.002272727,0.018181818,0,0.040909091,0,0.102272727,0.295454545,0.065909091,0.431818182,0.102272727,0.077272727,0.431818182,0.156818182,0.977272727,0.043181818,0.590909091,0.184090909,1.090909091,0.009090909,0.045454545,0.093181818,0.25,0.079545455,0.386363636,0.015909091,44,0.363636364,0.075,NA,0.295454545,1.454545455,1.568181818,0.522727273,0.409090909,NA,0.120454545,4.727272727,0.120454545,0.002272727,0.638636364,0.672727273,0.013636364,0.111363636,0.002272727,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,18/04/1997,exact,1997,off Cromer Point (nr Scarborough),North Yorkshire,East coast,England,TA03709304,503700,493040,54.32223662,-0.405432435,F,110,FALSE,FALSE,entangled,freshly dead (code 2a),verified,TRUE,EW,XT281/97,281/97,juvenile,21/04/1997,freshly dead (code 2a),FALSE,Paul Jepson,"physical trauma, by-catch (known)",Bycatch (known),Trauma,FALSE,,0,26,110,77,26,22,22,NA,NA,NA,NA,,7,NA,2.5,5.490909091,NA,HP,18/04/1997,2664,0.195171369,-0.325744959,Greater North Sea,Northern North Sea
175,62,SW1997/80,1998/07467,0.047619048,0.011904762,0,0.019047619,0.019047619,0.09047619,0.404761905,0.452380952,0.428571429,0.092857143,0.061904762,0.5,0.211904762,1.571428571,0.028571429,0.097619048,0.285714286,1.80952381,0,0.071428571,0.147619048,0.333333333,0.116666667,0.595238095,0.021428571,42,0.333333333,0.076190476,NA,0.19047619,1.380952381,2.071428571,0.523809524,0.428571429,NA,0.1,4.378571429,0.080952381,0.002380952,2.035714286,0.75,0.011904762,0.157142857,0.002380952,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,14/05/1997,exact,1997,ca25.8 miles E of Runswick Bay,At sea,At sea,England,OV21471577,521470,515770,54.52250723,-0.123027479,F,123,FALSE,FALSE,entangled,freshly dead (code 2a),verified,TRUE,EW,XT359/97,359/97,juvenile,19/05/1997,slight decomposition (code 2b),FALSE,Paul Jepson,"physical trauma, by-catch (known)",Bycatch (known),Trauma,FALSE,,1,31,123,81,23,23,20,NA,NA,NA,NA,,7,NA,3.023809524,7.419047619,NA,HP,14/05/1997,2690,0.091864164,-0.118818881,Greater North Sea,Northern North Sea
176,63,SW1997/81,1998/07468,0.149473684,0.033684211,0,0.035789474,0.096842105,0.174736842,0.568421053,0.631578947,0.547368421,0.132631579,0.067368421,0.673684211,0.357894737,2.947368421,0.037894737,1.621052632,0.448421053,3.368421053,0,0.124210526,0.315789474,0.736842105,0.252631579,1.010526316,0.04,47.5,0.357894737,0.065263158,NA,0.273684211,2.315789474,2.526315789,1.221052632,0.652631579,NA,0.082105263,5,0.073684211,0.002105263,0.002105263,0.96,0.014736842,0.183157895,0.002105263,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,14/05/1997,exact,1997,ca25.8 miles E of Runswick Bay,At sea,At sea,England,OV21471577,521470,515770,54.52250723,-0.123027479,F,129,FALSE,FALSE,entangled,freshly dead (code 2a),verified,TRUE,EW,XT361/97,361/97,juvenile,19/05/1997,slight decomposition (code 2b),FALSE,Paul Jepson,"physical trauma, by-catch (known)",Bycatch (known),Trauma,FALSE,,2,35,129,86,23,21,21,NA,NA,NA,NA,,7,NA,4.4,14.37263158,NA,HP,14/05/1997,2690,0.094181378,0.545061119,Greater North Sea,Northern North Sea
177,64,SW1997/87,1998/07469,0.2,0.066666667,0.015555556,0.075555556,0.22,0.288888889,0.777777778,0.8,0.844444444,0.191111111,0.113333333,1,0.053333333,4,0.082222222,1.955555556,0.622222222,5.333333333,0.037777778,0.222222222,0.053333333,1.266666667,0.488888889,1.355555556,0.088888889,45,0.577777778,0.08,NA,0.333333333,2.666666667,4.666666667,2.177777778,1.2,NA,0.18,13.57555556,0.173333333,0.011111111,0.002222222,0.002222222,0.002222222,0.666666667,0.002222222,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,02/06/1997,exact,1997,Tynemouth beach,North Tyneside,East coast,England,NZ36506880,436500,568800,55.01234323,-1.429173288,M,111,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT435/97,435/97,juvenile,05/06/1997,slight decomposition (code 2b),FALSE,Paul Jepson,"pneumonia, parasitic and mycotic","Pneumonia, Parasitic and Mycotic",Infectious Disease,FALSE,,2,21,111,69,14,14,18,NA,10,10,NA,,7,NA,8.044444444,20.15333333,NA,HP,02/06/1997,2709,-0.041022289,0.960180018,Greater North Sea,Northern North Sea
178,65,SW1997/89,1998/07470,0.066666667,0.07,0,0.113333333,0.076666667,0.26,0.666666667,0.8,1.033333333,0.203333333,0.433333333,1.066666667,0.366666667,2.466666667,0.11,1.666666667,0.433333333,3,0.01,0.12,2.166666667,0.533333333,0.166666667,0.766666667,0.023333333,30,0.533333333,0.106666667,NA,0.566666667,2.333333333,2.8,1,0.566666667,NA,0.163333333,7.803333333,0.143333333,0.003333333,1.046666667,0.896666667,0.003333333,0.093333333,0.003333333,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,06/06/1997,exact,1997,"North Denes, Great Yarmouth",Norfolk,East coast,England,TG53400980,653400,309800,52.62634496,1.744691282,M,90,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT439/97,439/97,juvenile,09/06/1997,freshly dead (code 2a),FALSE,Paul Jepson,starvation/hypothermia (neonate),Starvation (neonate),Others,TRUE,,0,8,90,44,9,8,9,NA,3,3,NA,,7,NA,4.366666667,16.62,NA,HP,06/06/1997,2713,-0.481918453,-0.16658649,Greater North Sea,Southern North Sea
179,66,SW1997/91,1998/07471,0.279365079,0.098412698,0.019047619,0.133333333,0.241269841,0.476190476,0.857142857,0.158730159,1.650793651,0.476190476,0.53968254,2,0.793650794,5.396825397,0.203174603,3.174603175,0.952380952,6.984126984,0.092063492,0.288888889,0.793650794,1.873015873,0.571428571,2.285714286,0.104761905,31.5,0.349206349,0.095238095,NA,0.298412698,1.111111111,2.920634921,0.888888889,0.857142857,NA,0.044444444,4.266666667,0.050793651,0.003174603,0.301587302,0.431746032,0.019047619,0.047619048,0.003174603,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,09/06/1997,exact,1997,"Black Pill, Swansea",Swansea,West coast,Wales,SS62409030,262400,190300,51.59424698,-3.986726139,F,89,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT440/97,440/97,juvenile,10/06/1997,freshly dead (code 2a),FALSE,Paul Jepson,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,0,10,89,51,9,10,10,NA,NA,NA,NA,,7,NA,4.666666667,30.44444444,NA,HP,09/06/1997,2716,-0.230847862,0.599994637,Celtic Sea,Irish and Celtic
180,72,SW1997/97,1998/07476,0.118644068,0.033898305,0,0.091525424,0.372881356,0.189830508,1.525423729,2.338983051,1.118644068,2.13559322,0.338983051,1.762711864,1.118644068,9.152542373,0.159322034,5.084745763,1.254237288,11.86440678,0.711864407,0.610169492,1.491525424,3.355932203,1.118644068,3.220338983,0.220338983,29.5,0.813559322,0.050847458,NA,0.677966102,4.745762712,3.288135593,2.745762712,0.745762712,NA,0.040677966,1.416949153,0.003389831,0.003389831,0.284745763,0.284745763,0.003389831,0.094915254,0.003389831,NA,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,24/06/1997,exact,1997,Pendine Sands,Carmarthenshire,West coast,Wales,SN26000700,226000,207000,51.73420664,-4.520111046,F,70,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,S1968,H10/99,juvenile,02/07/1997,freshly dead (code 2a),FALSE,John Baker,starvation/hypothermia (neonate),Starvation (neonate),Others,FALSE,,0,11,70,42,4,5,6,38,NA,NA,NA,,7,NA,6.779661017,49.38983051,NA,HP,24/06/1997,2731,0.464681629,1.900721723,Celtic Sea,Irish and Celtic
